Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Children,Age,Income,MonthlyCharge,Bandwidth_GB_Year,Population,Tenure,Lat,Lng
-0.679977603210832,-0.666281780986195,-1.00585169910268,0.946657904703683,-0.972337909271608,0.720925239034908,-0.398777740337719,-0.00394255879586397,-1.13848702675829,-0.673404786331267,-1.04874621251453,3.21740984389889,-2.81043190225979
0.570331090932695,-0.00528795064274759,-1.00585169910268,0.946657904703683,-0.506591916422248,-1.25995715966437,-0.641954447533685,1.63032589748209,-1.18587583657507,0.0477715284018489,-1.26200115925808,1.02469070396206,0.431644369555595
0.252347053294199,-0.996778696157919,-1.00585169910268,0.946657904703683,0.890646062125831,-0.148730448198924,-1.07088496294323,-0.295224817414278,-0.612137750652543,-0.417237526956908,-0.709939803296579,1.21357022303463,-2.14207931042852
1.65050585188294,0.986202794872424,1.01758764731188,-0.625863531681173,-0.506591916422248,-0.245358857891572,-0.740524915554176,-1.22652107163788,-0.561857146681759,0.284537426503603,-0.659523963882806,-1.06503083190467,-1.7462734301827
-0.623156047089417,1.31669971004415,1.01758764731188,0.946657904703683,-0.972337909271608,1.44563831172977,0.00947792137087365,-0.528085704797182,-1.42818446864025,0.110548790233921,-1.24255120171437,-1.72470950978263,-0.331512156313237
-0.531224501103159,0.986202794872424,2.02930732051917,0.946657904703683,0.424900069276471,1.44563831172977,-0.608072156845003,0.288369882042422,-1.07678889286615,0.550474657090238,-1.0409751428135,-1.13796470789617,0.45476486627868
0.396817139222428,-0.666281780986195,-1.00585169910268,0.946657904703683,-0.972337909271608,1.25238149234447,-1.00499743131954,0.640267664722581,-0.679621258696438,-0.500386218125215,-0.805144212227871,-0.427316000883117,0.42912909177282
-0.742712419566364,1.31669971004415,-1.00585169910268,-0.625863531681173,-0.0408459235728888,-1.1150145451254,-0.462694245600004,-1.34309826337415,-1.10412994600654,0.927623262114483,-1.14447583373395,-0.611433805040999,-0.44486461441994
-1.43246905730673,2.63868737073104,1.01758764731188,4.09170077747339,-0.0408459235728888,-0.197044653045248,0.667680152319192,-1.2844669060845,-0.951620127850197,0.526222955499482,-0.99484758851636,-1.92769577022085,0.634745132536269
-0.434838916703813,1.9776935403876,0.00586797410460226,-0.625863531681173,-0.506591916422248,1.59058092626874,0.369681747717109,-0.236187670283977,-1.31960313956085,0.723146772416422,-1.17632581777007,0.0800779210190474,0.41768893274928
-0.221856595787861,-0.996778696157919,-1.00585169910268,2.51917934108854,2.28788404067391,-1.45321397904967,-0.610891455076951,0.0543374555195422,-0.303669255967418,-0.637581558552921,-0.577077223105996,0.587416666618608,0.968309104794396
-1.11598334265463,1.64719662521587,0.00586797410460226,0.946657904703683,-0.0408459235728888,0.14115478087902,-0.761203670170922,-0.527764868835358,-1.0121578583343,1.63632727317235,-0.90781430710464,-3.76182228032693,1.61355637602771
-0.580661279943063,-0.996778696157919,-1.00585169910268,-0.625863531681173,-0.972337909271608,1.44563831172977,1.55554880055875,-0.819396514253165,-1.00492770355534,-0.637512267976948,-0.81366413248368,0.481009167047606,-0.0386736457630311
-1.38489989005065,0.6557058797007,0.00586797410460226,-0.625863531681173,1.35639205497519,-1.16332874997173,2.67062522525408,0.287527422743959,-0.660651920217678,-0.676037828218263,-0.667390555737742,1.04375043809142,1.36370852881928
0.601129088893721,-0.666281780986195,2.02930732051917,-0.625863531681173,-0.506591916422248,-1.1150145451254,0.867063051054813,-0.294805683666663,-0.828326128084484,-0.110280275393908,-0.925279072368248,0.571985693990474,0.190052334419063
0.267693639037606,0.325208964528976,0.00586797410460226,-0.625863531681173,0.424900069276471,-0.680186701508487,1.74670679565996,0.117043152399571,-0.710386840101853,-0.531012652705541,-0.781195746302844,1.31795091308999,0.0845347158697209
1.18318293427166,0.325208964528976,0.00586797410460226,-0.625863531681173,-0.972337909271608,0.479354214803288,-0.288938235849729,0.520283584909448,-0.604966841184781,2.79396492596311,-0.708880663484649,-0.208622886303745,-1.99360402011377
-0.0573551401021762,1.31669971004415,2.02930732051917,-0.625863531681173,-0.0408459235728888,0.334411600264316,0.153762866936518,0.699985607273361,-1.14875504108826,-0.173750442985716,-1.21863600035459,-0.708317874782623,0.778145658573126
-0.143535309921141,-0.335784865814472,0.00586797410460226,-0.625863531681173,0.424900069276471,0.38272580511064,-0.0193197028964657,-0.468878277304476,-0.713552597302346,-0.0203411077801892,-0.6586643495148,-0.652637628615265,0.0844067085533885
0.309359180215729,-0.666281780986195,0.00586797410460226,-0.625863531681173,0.424900069276471,-1.45321397904967,-0.720328101352175,-0.528170658676018,-0.658186998227951,-0.45590166835017,-0.821429651566732,-0.903581292066428,0.26955015651355
0.694601395870642,0.6557058797007,-1.00585169910268,4.09170077747339,0.890646062125831,-0.728500906354811,-0.00647966125066122,0.287689086621942,-0.486010055184908,-0.671256778476085,-0.532199396982805,0.566177468536404,0.149249672422426
-1.01383050101997,1.9776935403876,0.00586797410460226,-0.625863531681173,0.424900069276471,-1.1150145451254,0.209498442524236,-1.05095610289826,-1.28054849944817,0.324518088840364,-1.21437528596468,0.222322429131074,0.512667722141627
-0.211323909561028,1.31669971004415,0.00586797410460226,0.946657904703683,0.424900069276471,-0.0521020385062759,-0.438494737166054,-1.10990829614973,-1.22611015713126,-0.649638118772326,-1.05416242009392,0.773197116694945,-0.254645742350362
-0.972100660670392,-0.996778696157919,-1.00585169910268,-0.625863531681173,-0.0408459235728888,0.720925239034908,1.41470942752413,-0.528085704797182,-1.11979562458123,-0.524083595108182,-0.982630877377578,1.16711913308276,1.53808748524005
1.25876832981015,0.986202794872424,0.00586797410460226,-0.625863531681173,0.424900069276471,1.05912467295918,-0.40025547816571,-0.235506874863497,-1.15394206656473,-0.0223505344834233,-1.08751532051656,0.059925696098134,0.44600626258284
